shaft_diameter,hub_length,shaft_type,shaft_material,has_bending,safety_factor,surface_condition,mu_override,hub_outer_diameter,shaft_inner_diameter,required_torque,pref_ease,pref_movement,pref_cost,pref_vibration,pref_speed,pref_bidirectional,pref_maintenance,pref_durability,label,analytical_label,feasible
35.0,44.0,hollow,Steel S235,1.0,1.6,dry,,70.0,14.0,23507.0,0.7,0.4,1.0,0.9,0.7,0.4,0.7,0.7,key,key,1.0
50.0,28.0,solid,Bronze CuSn8,0.0,1.7,dry,,122.0,,69053.0,0.5,0.4,0.8,0.2,0.6,0.3,0.6,0.2,key,key,1.0
20.0,20.0,solid,Steel E360,1.0,1.4,dry,,46.0,,3395.0,0.7,1.0,0.5,1.0,1.0,0.1,0.0,0.1,spline,spline,1.0
100.0,93.0,solid,Steel S235,1.0,1.5,dry,,260.0,,960048.0,0.7,0.4,0.8,0.5,0.8,0.0,0.9,0.1,key,key,1.0
35.0,15.0,solid,Steel 42CrMo4,0.0,1.7,dry,,69.0,,67632.0,0.4,0.4,0.3,0.7,0.7,0.4,0.2,0.8,spline,spline,1.0
100.0,114.0,solid,Steel C45,1.0,1.4,oiled,,270.0,,1083135.0,0.5,0.2,1.0,0.1,0.5,0.9,0.0,0.1,key,key,1.0
60.0,37.0,solid,Steel 16MnCr5,0.0,1.4,oiled,,128.0,,266123.0,0.2,0.1,0.0,0.4,0.8,0.4,1.0,0.8,press,press,1.0
25.0,23.0,solid,Steel E360,1.0,1.4,dry,0.21,67.0,,13333.0,0.9,0.9,0.4,0.5,0.0,0.5,0.1,0.5,spline,spline,1.0
6.0,6.0,solid,Cast Iron GG25,1.0,1.6,oiled,,12.0,,107.0,0.0,1.0,0.3,0.3,0.2,0.1,0.9,0.4,spline,spline,1.0
25.0,25.0,solid,Aluminum 7075,1.0,1.6,oiled,,59.0,,20284.0,0.4,1.0,0.3,1.0,0.2,1.0,1.0,0.6,spline,spline,1.0
35.0,26.0,hollow,Steel 42CrMo4,0.0,1.6,oiled,,82.0,14.0,48439.0,0.1,0.3,0.1,0.5,0.1,0.8,0.9,1.0,spline,spline,1.0
60.0,76.0,solid,Stainless 304,1.0,1.6,oiled,,136.0,,162690.0,0.8,1.0,0.2,0.0,0.0,0.2,0.9,0.4,spline,spline,1.0
50.0,50.0,solid,Aluminum 7075,1.0,1.6,dry,,140.0,,181427.0,0.4,0.1,1.0,0.5,0.4,0.0,0.4,0.7,press,press,1.0
70.0,63.0,solid,Steel E360,1.0,1.8,oiled,,193.0,,248803.0,0.6,0.4,0.4,0.7,1.0,1.0,0.3,0.9,spline,spline,1.0
20.0,21.0,solid,Steel C45,1.0,1.5,oiled,0.09,52.0,,13526.0,0.5,0.2,0.5,0.4,0.0,0.3,0.7,0.8,key,key,1.0
45.0,53.0,solid,Steel S235,1.0,1.5,dry,,95.0,,42796.0,0.0,0.0,0.9,0.0,0.6,0.8,0.3,0.1,key,key,1.0
50.0,31.0,hollow,Cast Iron GG25,0.0,1.6,oiled,,105.0,18.0,56860.0,0.4,1.0,0.3,0.8,0.5,0.7,0.4,0.7,spline,spline,1.0
90.0,105.0,solid,Steel C45,1.0,1.5,oiled,0.19,194.0,,737392.0,0.7,0.4,0.0,0.0,0.1,0.6,0.0,0.4,spline,spline,1.0
40.0,29.0,solid,Cast Iron GG25,0.0,1.5,oiled,,79.0,,25731.0,0.4,0.4,0.1,0.4,0.0,0.9,0.4,0.3,spline,spline,1.0
35.0,41.0,solid,Stainless 304,1.0,1.7,oiled,,78.0,,57294.0,0.4,0.9,0.1,0.3,1.0,0.0,0.8,1.0,spline,spline,1.0
20.0,8.0,solid,Aluminum 7075,0.0,1.3,oiled,,48.0,,11208.0,0.2,0.9,0.5,0.2,0.5,0.6,0.4,0.2,spline,spline,1.0
40.0,24.0,solid,Steel C45,0.0,1.9,dry,,76.0,,101104.0,0.4,0.5,0.0,0.1,0.3,0.6,0.9,0.6,spline,spline,1.0
70.0,88.0,solid,Cast Iron GG25,1.0,1.4,oiled,,176.0,,382508.0,0.9,0.6,0.8,0.3,0.1,0.8,0.6,0.0,key,key,1.0
50.0,23.0,solid,Steel 42CrMo4,0.0,1.6,oiled,,116.0,,104045.0,0.6,0.6,0.3,0.0,0.7,1.0,0.4,0.9,spline,spline,1.0
25.0,30.0,solid,Cast Iron GG25,1.0,1.8,dry,,67.0,,20251.0,0.6,0.0,0.1,0.3,0.4,1.0,0.2,0.8,spline,spline,1.0
45.0,26.0,solid,Aluminum 6061,0.0,1.5,oiled,,89.0,,80915.0,0.2,0.3,0.8,0.0,1.0,1.0,1.0,0.9,spline,spline,1.0
60.0,75.0,hollow,Steel S235,1.0,1.6,dry,,142.0,25.0,309105.0,0.0,0.4,0.8,0.1,1.0,0.3,0.4,0.4,key,key,1.0
60.0,38.0,hollow,Steel 16MnCr5,0.0,1.7,oiled,,138.0,32.0,312443.0,0.9,0.5,0.0,0.0,0.1,0.5,0.9,0.1,key,key,1.0
20.0,15.0,hollow,Bronze CuSn8,0.0,1.7,dry,,39.0,11.0,11628.0,0.1,0.2,0.0,0.1,0.4,1.0,0.3,0.4,spline,spline,1.0
30.0,38.0,solid,Steel 16MnCr5,1.0,1.5,dry,,58.0,,45377.0,0.6,1.0,0.9,0.5,0.0,0.6,0.9,0.0,key,key,1.0
40.0,30.0,solid,Steel C45,0.0,1.5,oiled,,79.0,,107028.0,1.0,0.5,0.4,0.8,0.3,0.5,0.1,0.5,spline,spline,1.0
60.0,65.0,solid,Steel 42CrMo4,1.0,1.7,oiled,,142.0,,275391.0,0.3,0.3,0.1,0.4,0.7,0.8,1.0,0.9,spline,spline,1.0
35.0,32.0,solid,Aluminum 6061,1.0,1.6,oiled,,88.0,,75498.0,0.5,0.5,0.3,0.8,0.5,0.4,0.1,0.4,spline,spline,1.0
70.0,86.0,solid,Steel E360,1.0,1.4,oiled,0.08,159.0,,337760.0,0.9,0.7,0.1,1.0,0.0,0.8,0.6,0.0,spline,spline,1.0
70.0,77.0,solid,Stainless 304,1.0,1.5,dry,0.2,142.0,,250412.0,0.5,0.4,0.6,0.1,0.2,0.4,0.1,0.9,spline,spline,1.0
20.0,23.0,solid,Steel 42CrMo4,1.0,1.7,oiled,,48.0,,10616.0,0.7,0.6,0.0,0.8,0.3,0.3,0.5,1.0,spline,spline,1.0
70.0,38.0,solid,Steel C45,0.0,1.6,oiled,0.19,143.0,,183169.0,0.6,0.6,0.4,1.0,0.1,0.8,0.1,0.7,spline,spline,1.0
120.0,156.0,hollow,Aluminum 7075,1.0,1.7,oiled,,269.0,70.0,1925438.0,0.6,0.9,0.5,0.7,0.9,0.4,0.6,0.7,spline,spline,1.0
45.0,56.0,solid,Steel 42CrMo4,1.0,1.4,oiled,0.22,86.0,,125403.0,0.5,0.3,0.8,0.9,0.1,0.8,0.5,0.4,key,key,1.0
30.0,35.0,solid,Stainless 304,1.0,1.7,dry,,65.0,,45384.0,0.6,1.0,0.3,0.0,0.5,0.1,0.0,0.8,spline,spline,1.0
30.0,39.0,solid,Steel E360,1.0,1.7,dry,,81.0,,19885.0,0.9,0.9,0.9,0.3,0.2,0.3,0.6,0.7,spline,spline,1.0
30.0,31.0,solid,Steel 16MnCr5,1.0,1.6,oiled,,80.0,,13650.0,0.2,0.7,0.6,0.2,0.5,0.8,0.5,0.5,spline,spline,1.0
25.0,30.0,solid,SteelC45E,1.0,1.5,oiled,,48.0,,20629.0,0.9,0.6,0.6,0.3,0.1,0.0,0.5,0.3,key,key,1.0
60.0,73.0,hollow,Cast Iron GGG40,1.0,1.8,dry,,126.0,36.0,346643.0,0.2,0.5,0.7,0.8,0.4,0.0,0.2,0.9,press,press,1.0
35.0,43.0,solid,SteelC45E,1.0,1.6,dry,,81.0,,23544.0,0.3,0.4,0.5,0.2,0.8,0.6,0.8,0.8,spline,spline,1.0
50.0,52.0,solid,Steel 42CrMo4,1.0,1.6,dry,,131.0,,104200.0,0.0,0.5,0.3,0.3,0.5,0.8,0.3,0.2,spline,spline,1.0
50.0,50.0,solid,Steel 16MnCr5,1.0,1.6,oiled,,140.0,,56490.0,0.6,0.7,0.8,0.5,0.4,1.0,0.4,0.1,spline,spline,1.0
45.0,42.0,solid,Cast Iron GGG40,1.0,1.7,dry,,112.0,,74684.0,0.8,0.3,0.0,0.5,0.0,0.7,0.6,1.0,spline,spline,1.0
70.0,75.0,solid,Aluminum 7075,1.0,1.7,dry,,166.0,,521614.0,0.4,0.0,0.6,0.8,1.0,1.0,0.7,1.0,press,press,1.0
140.0,106.0,solid,Steel C45,0.0,1.5,dry,0.18,357.0,,2319263.0,0.8,1.0,0.6,0.9,0.8,0.4,0.9,0.5,spline,spline,1.0
45.0,44.0,solid,Steel E360,1.0,1.6,dry,,120.0,,128851.0,0.6,1.0,0.8,0.3,0.2,0.4,0.1,0.6,spline,spline,1.0
35.0,26.0,solid,Steel 16MnCr5,0.0,1.7,dry,,77.0,,45553.0,0.9,0.9,0.3,0.3,0.0,0.4,0.5,1.0,spline,spline,1.0
16.0,16.0,solid,Cast Iron GG25,1.0,1.5,oiled,,35.0,,6048.0,0.1,0.3,0.9,0.0,0.5,0.8,0.4,0.2,key,key,1.0
60.0,60.0,solid,Aluminum 7075,1.0,1.6,oiled,,131.0,,192132.0,0.2,1.0,0.4,0.8,0.3,0.5,0.1,0.6,spline,spline,1.0
30.0,39.0,solid,Steel E360,1.0,1.9,oiled,,72.0,,19569.0,0.1,0.5,0.3,0.4,0.0,0.2,0.5,0.9,spline,spline,1.0
110.0,82.0,solid,Steel 42CrMo4,0.0,1.6,dry,,236.0,,1971900.0,0.6,0.1,0.2,0.6,0.7,0.4,0.1,0.7,press,press,1.0
40.0,38.0,solid,Steel C45,1.0,1.6,dry,,100.0,,86962.0,0.8,0.7,0.1,0.1,0.7,0.4,0.7,0.1,spline,spline,1.0
30.0,30.0,solid,Aluminum 7075,1.0,1.8,dry,,68.0,,45484.0,0.6,0.1,1.0,1.0,0.1,0.6,0.5,0.8,press,press,1.0
20.0,11.0,solid,Aluminum 6061,0.0,1.4,oiled,,37.0,,11496.0,0.6,0.6,0.5,0.4,0.1,1.0,0.7,0.6,spline,spline,1.0
25.0,30.0,solid,Cast Iron GG25,1.0,1.7,oiled,,72.0,,25609.0,0.0,0.7,0.3,0.6,0.6,0.5,0.1,0.5,spline,spline,1.0
35.0,18.0,solid,Aluminum 6061,0.0,1.4,dry,,90.0,,22794.0,0.3,0.1,0.4,0.2,0.6,1.0,0.8,0.4,press,press,1.0
30.0,22.0,solid,Cast Iron GG25,0.0,1.8,dry,,58.0,,48610.0,0.0,0.4,0.2,0.9,0.9,0.4,1.0,1.0,press,press,1.0
35.0,45.0,solid,Steel 42CrMo4,1.0,1.5,dry,,83.0,,60827.0,0.9,1.0,0.6,0.0,0.3,0.8,0.1,0.4,spline,spline,1.0
35.0,43.0,solid,SteelC45E,1.0,1.7,dry,,81.0,,34612.0,0.1,0.1,0.2,0.6,0.5,0.5,0.3,0.7,spline,spline,1.0
120.0,119.0,solid,Steel C45,1.0,1.4,oiled,,296.0,,556848.0,0.5,0.9,0.2,0.2,0.9,0.2,0.5,0.0,spline,spline,1.0
80.0,72.0,solid,Steel 42CrMo4,1.0,1.5,dry,,212.0,,421877.0,0.6,0.4,1.0,0.7,0.3,0.4,0.7,0.5,key,key,1.0
40.0,41.0,solid,Cast Iron GG25,1.0,1.8,dry,,106.0,,72930.0,0.4,0.5,0.6,0.4,0.8,0.1,0.6,0.8,press,press,1.0
170.0,216.0,solid,Steel S235,1.0,1.4,oiled,,400.0,,5718230.0,0.5,0.0,1.0,0.5,0.4,0.0,0.0,0.2,press,press,1.0
80.0,102.0,solid,Aluminum 7075,1.0,1.6,oiled,,217.0,,488967.0,0.7,0.5,0.5,1.0,0.5,0.7,0.9,0.0,press,press,1.0
45.0,44.0,solid,SteelC45E,1.0,1.5,dry,0.22,113.0,,36437.0,1.0,0.0,0.2,0.3,0.9,0.1,0.0,0.0,key,key,1.0
35.0,35.0,solid,Steel E360,1.0,1.5,oiled,,88.0,,70732.0,0.5,1.0,0.6,0.9,1.0,0.3,0.8,0.1,spline,spline,1.0
16.0,10.0,solid,SteelC45E,0.0,1.4,dry,0.13,32.0,,4421.0,0.7,0.7,0.7,0.7,0.0,0.3,1.0,0.0,key,key,1.0
20.0,23.0,solid,Steel C45,1.0,1.8,oiled,,48.0,,7816.0,0.7,0.3,0.0,0.2,0.3,1.0,0.0,0.5,spline,spline,1.0
25.0,29.0,solid,Cast Iron GGG40,1.0,1.7,dry,,68.0,,19369.0,0.9,1.0,0.6,1.0,1.0,1.0,1.0,0.0,spline,spline,1.0
60.0,57.0,solid,Aluminum 6061,1.0,1.4,oiled,0.07,144.0,,109499.0,1.0,0.7,0.6,0.4,0.7,0.4,0.6,0.0,key,key,1.0
110.0,112.0,solid,SteelC45E,1.0,1.6,dry,,293.0,,1758492.0,0.0,0.4,0.5,0.0,1.0,0.3,0.7,0.3,press,press,1.0
90.0,62.0,solid,Steel E360,0.0,1.4,oiled,,179.0,,834503.0,0.4,0.9,0.5,0.4,0.7,0.5,0.7,1.0,spline,spline,1.0
60.0,64.0,solid,Steel 42CrMo4,1.0,1.7,oiled,,135.0,,258316.0,0.8,0.2,0.5,0.3,0.8,0.2,0.2,0.8,spline,spline,1.0
8.0,10.0,solid,Aluminum 6061,1.0,1.8,oiled,,21.0,,209.0,0.5,1.0,0.4,0.9,0.8,0.8,0.3,0.5,spline,spline,1.0
100.0,72.0,hollow,Steel 42CrMo4,0.0,1.4,oiled,,247.0,40.0,500176.0,1.0,0.4,0.7,0.7,0.2,0.0,0.6,0.9,key,key,1.0
50.0,28.0,solid,Steel 16MnCr5,0.0,1.5,dry,,91.0,,185603.0,0.4,0.9,0.2,0.4,0.1,0.2,0.5,0.1,spline,spline,1.0
80.0,47.0,solid,Steel C45,0.0,1.5,dry,0.19,183.0,,194736.0,0.4,0.5,0.3,0.9,0.7,0.8,0.7,0.4,spline,spline,1.0
130.0,78.0,solid,Aluminum 6061,0.0,1.6,dry,,291.0,,712203.0,1.0,0.4,0.7,0.0,0.5,0.0,1.0,0.4,key,key,1.0
45.0,57.0,hollow,Steel C45,1.0,1.6,dry,,124.0,25.0,87833.0,0.7,0.7,0.2,0.8,0.2,0.1,0.4,0.3,spline,spline,1.0
45.0,54.0,hollow,Steel E360,1.0,1.7,dry,,122.0,14.0,62378.0,0.3,0.4,0.0,0.9,0.7,0.2,0.2,0.7,spline,spline,1.0
100.0,113.0,solid,Aluminum 7075,1.0,1.7,oiled,,207.0,,368307.0,0.3,0.6,0.2,1.0,0.9,0.8,0.8,0.6,spline,spline,1.0
60.0,54.0,solid,Steel 16MnCr5,1.0,1.8,dry,0.19,148.0,,336655.0,0.8,0.3,0.9,0.0,0.2,0.0,0.1,1.0,key,key,1.0
25.0,18.0,hollow,Aluminum 6061,0.0,1.6,dry,,46.0,11.0,14680.0,0.7,0.0,0.0,0.8,0.3,0.6,0.9,0.5,key,key,1.0
30.0,29.0,solid,Steel 16MnCr5,1.0,1.6,dry,,78.0,,33273.0,0.0,0.1,0.7,0.7,0.2,0.4,0.2,0.7,key,key,1.0
100.0,94.0,solid,Steel E360,1.0,1.6,oiled,0.05,236.0,,586107.0,0.3,0.1,0.4,0.7,0.5,1.0,0.7,0.1,press,press,1.0
14.0,18.0,solid,Steel E360,1.0,1.3,oiled,,37.0,,2775.0,0.4,1.0,0.6,0.4,1.0,0.1,0.6,0.0,key,key,1.0
30.0,32.0,hollow,Stainless 304,1.0,1.7,oiled,,79.0,17.0,20420.0,0.6,0.9,0.0,0.1,0.5,0.1,0.6,0.6,spline,spline,1.0
40.0,39.0,hollow,Bronze CuSn8,1.0,1.5,dry,0.25,100.0,21.0,71461.0,1.0,0.2,0.9,0.1,1.0,0.7,0.5,0.4,key,key,1.0
150.0,165.0,solid,SteelC45E,1.0,1.4,oiled,,365.0,,4880719.0,0.1,0.2,0.8,0.1,0.1,0.4,1.0,0.1,press,press,1.0
120.0,78.0,solid,Bronze CuSn8,0.0,1.6,oiled,,306.0,,2326882.0,0.8,0.9,0.7,0.3,0.2,0.3,0.3,1.0,spline,spline,1.0
40.0,36.0,solid,Aluminum 7075,1.0,1.4,oiled,,87.0,,109422.0,0.5,0.0,1.0,0.1,0.1,0.2,0.1,0.5,key,key,1.0
70.0,71.0,hollow,Aluminum 7075,1.0,1.5,oiled,,138.0,27.0,432267.0,0.8,0.4,0.6,1.0,0.0,0.5,0.6,0.0,key,key,1.0
40.0,49.0,solid,Steel C45,1.0,1.4,dry,0.19,103.0,,42467.0,1.0,0.7,0.8,0.9,0.7,0.3,0.9,0.3,key,key,1.0
70.0,90.0,hollow,SteelC45E,1.0,1.7,oiled,,146.0,21.0,567790.0,0.6,0.2,0.0,0.3,1.0,1.0,0.2,0.6,spline,spline,1.0
120.0,120.0,solid,Bronze CuSn8,1.0,1.7,dry,,292.0,,1793231.0,0.0,0.3,0.4,0.8,0.9,1.0,0.5,0.3,press,press,1.0
60.0,77.0,solid,Aluminum 7075,1.0,1.6,oiled,,170.0,,138058.0,1.0,0.5,0.6,0.1,0.5,0.6,0.0,0.4,spline,spline,1.0
80.0,91.0,hollow,Steel 42CrMo4,1.0,1.7,dry,,191.0,45.0,177032.0,0.3,0.0,0.4,0.5,0.7,0.5,0.1,0.3,key,key,1.0
120.0,151.0,solid,Aluminum 6061,1.0,1.9,dry,,277.0,,1362166.0,0.3,0.3,0.5,0.6,0.1,0.2,0.6,0.9,press,press,1.0
14.0,14.0,hollow,SteelC45E,1.0,1.8,dry,,35.0,8.0,3948.0,1.0,0.9,0.4,0.9,0.0,0.8,0.2,1.0,spline,spline,1.0
20.0,12.0,solid,Steel 42CrMo4,0.0,1.3,oiled,,48.0,,9914.0,0.1,1.0,0.6,0.9,0.4,0.7,0.7,0.3,spline,spline,1.0
45.0,55.0,solid,Steel S235,1.0,1.7,dry,0.08,103.0,,106912.0,0.3,0.8,0.1,1.0,0.9,0.0,0.6,0.8,spline,spline,1.0
30.0,38.0,solid,Cast Iron GG25,1.0,1.7,dry,,81.0,,11075.0,0.1,0.7,1.0,0.1,1.0,0.6,0.5,1.0,spline,spline,1.0
30.0,23.0,hollow,Aluminum 7075,0.0,1.5,dry,,67.0,12.0,11970.0,0.7,1.0,0.8,0.4,0.2,0.4,0.1,0.7,spline,spline,1.0
120.0,146.0,solid,Steel C45,1.0,1.4,oiled,,263.0,,1783082.0,0.5,0.6,0.1,0.4,0.3,0.9,0.0,0.1,spline,spline,1.0
110.0,123.0,solid,Steel 16MnCr5,1.0,1.6,oiled,,251.0,,500435.0,0.8,0.4,0.9,0.7,0.5,0.2,0.5,0.9,spline,spline,1.0
45.0,44.0,hollow,Steel C45,1.0,1.6,dry,,111.0,23.0,55058.0,0.3,0.6,0.2,0.9,0.5,0.2,0.0,0.5,spline,spline,1.0
110.0,122.0,solid,Steel E360,1.0,1.6,dry,,285.0,,1438947.0,0.1,0.1,0.5,0.3,0.9,0.1,0.8,0.5,key,key,1.0
70.0,90.0,solid,Steel C45,1.0,1.9,dry,,137.0,,314484.0,0.5,0.0,0.1,1.0,0.2,0.7,0.8,0.9,spline,spline,1.0
40.0,42.0,solid,Steel C45,1.0,1.8,dry,,112.0,,60207.0,0.8,0.8,0.4,0.6,0.4,0.2,0.9,0.6,spline,spline,1.0
90.0,71.0,solid,Cast Iron GG25,0.0,1.3,oiled,,196.0,,465904.0,0.3,0.8,0.7,0.6,0.3,0.5,0.3,0.1,press,press,1.0
40.0,20.0,hollow,SteelC45E,0.0,1.5,dry,,85.0,21.0,89908.0,0.4,0.6,0.2,0.8,0.9,0.9,0.9,0.7,spline,spline,1.0
40.0,41.0,solid,Steel 16MnCr5,1.0,1.5,oiled,0.22,90.0,,111772.0,0.9,1.0,0.9,0.5,0.8,1.0,0.0,0.2,spline,spline,1.0
60.0,59.0,solid,Aluminum 7075,1.0,1.7,dry,,126.0,,159248.0,0.6,0.2,0.4,0.0,0.4,0.4,0.1,0.6,spline,spline,1.0
30.0,14.0,hollow,Aluminum 7075,0.0,1.7,dry,,70.0,11.0,26116.0,0.9,0.8,0.3,1.0,0.0,0.2,0.6,0.9,spline,spline,1.0
50.0,50.0,solid,Cast Iron GGG40,1.0,1.7,oiled,,102.0,,105347.0,0.7,0.2,0.2,0.9,0.2,0.8,0.5,0.8,spline,spline,1.0
20.0,20.0,solid,Aluminum 6061,1.0,1.7,oiled,,54.0,,13812.0,1.0,0.2,0.6,0.2,0.5,0.1,0.6,0.2,press,press,1.0
50.0,27.0,solid,Stainless 304,0.0,1.5,dry,,115.0,,120255.0,0.1,0.5,1.0,1.0,0.9,0.1,0.2,0.9,spline,spline,1.0
25.0,10.0,solid,Steel E360,0.0,1.6,dry,,58.0,,27554.0,0.5,1.0,0.9,0.8,0.3,0.1,0.6,1.0,spline,spline,1.0
25.0,16.0,solid,Aluminum 6061,0.0,1.5,dry,,59.0,,12914.0,0.0,0.2,1.0,0.2,1.0,0.6,0.2,0.7,press,press,1.0
50.0,53.0,solid,SteelC45E,1.0,1.7,dry,,142.0,,104327.0,0.7,0.4,0.5,0.0,0.3,0.8,0.4,0.2,key,key,1.0
45.0,45.0,solid,Stainless 304,1.0,1.6,dry,,99.0,,138315.0,0.5,0.7,0.6,0.5,0.5,0.2,0.4,0.9,spline,spline,1.0
50.0,24.0,solid,Steel E360,0.0,1.3,dry,,116.0,,186986.0,0.1,0.9,1.0,0.9,0.1,0.5,0.8,0.8,press,press,1.0
45.0,36.0,solid,Steel S235,0.0,1.7,oiled,,84.0,,110227.0,0.2,0.2,0.9,0.1,0.9,0.6,0.5,1.0,key,key,1.0
120.0,138.0,solid,Bronze CuSn8,1.0,1.6,dry,,284.0,,1793480.0,0.7,1.0,0.6,0.4,0.9,0.4,0.5,0.5,spline,spline,1.0
50.0,48.0,solid,Steel S235,1.0,1.7,oiled,,123.0,,92004.0,0.3,0.4,0.3,0.9,0.5,0.2,1.0,0.8,spline,spline,1.0
90.0,93.0,solid,Steel C45,1.0,1.9,dry,,196.0,,1081205.0,0.5,0.4,0.7,0.6,0.5,0.2,0.7,0.8,press,press,1.0
40.0,39.0,solid,Stainless 304,1.0,1.3,oiled,,88.0,,88178.0,1.0,0.6,0.8,0.0,1.0,0.2,0.5,0.1,key,key,1.0
50.0,24.0,solid,Steel E360,0.0,1.6,oiled,,117.0,,195402.0,0.6,0.2,0.3,0.6,0.0,0.4,0.7,0.5,key,key,1.0
45.0,57.0,solid,Stainless 304,1.0,1.6,oiled,,88.0,,46690.0,0.7,0.5,0.8,0.3,0.5,0.8,0.9,0.5,key,key,1.0
35.0,28.0,solid,Aluminum 7075,0.0,1.7,dry,,74.0,,75055.0,0.4,0.8,0.4,0.6,0.0,0.2,0.7,0.5,spline,spline,1.0
230.0,92.0,solid,Bronze CuSn8,0.0,1.6,oiled,,559.0,,8192675.0,0.9,0.3,0.1,0.6,1.0,0.8,0.8,0.6,spline,spline,1.0
120.0,129.0,hollow,Steel 16MnCr5,1.0,1.6,oiled,,300.0,69.0,1724235.0,0.6,0.1,0.8,0.1,0.2,0.1,1.0,1.0,press,press,1.0
20.0,8.0,solid,Cast Iron GG25,0.0,1.6,oiled,,51.0,,13947.0,1.0,0.6,0.6,0.5,0.7,0.4,0.0,0.3,spline,spline,1.0
45.0,54.0,solid,Steel 42CrMo4,1.0,1.6,dry,,117.0,,129235.0,1.0,0.9,0.1,0.7,0.3,0.2,0.1,1.0,spline,spline,1.0
60.0,69.0,hollow,Aluminum 7075,1.0,1.5,dry,0.23,163.0,25.0,218945.0,0.7,0.3,0.2,0.0,0.2,0.2,0.3,0.7,spline,spline,1.0
45.0,20.0,solid,Aluminum 7075,0.0,1.5,dry,0.12,107.0,,78236.0,0.3,0.3,0.7,0.4,0.5,0.3,0.8,0.6,press,press,1.0
35.0,33.0,solid,Cast Iron GGG40,1.0,1.5,dry,,84.0,,65393.0,1.0,0.0,0.7,0.3,0.2,0.2,0.1,0.1,key,key,1.0
50.0,63.0,solid,Cast Iron GG25,1.0,1.7,dry,,121.0,,102424.0,0.4,0.1,0.5,0.9,0.0,0.1,1.0,0.0,key,key,1.0
70.0,85.0,solid,Cast Iron GG25,1.0,1.5,dry,,158.0,,532937.0,0.7,1.0,0.6,0.1,0.0,0.5,0.2,0.2,spline,spline,1.0
110.0,107.0,solid,Stainless 304,1.0,1.6,dry,0.1,264.0,,1754858.0,0.7,0.0,0.9,0.0,0.4,1.0,0.6,0.8,press,press,1.0
25.0,14.0,solid,Aluminum 6061,0.0,1.8,dry,,56.0,,24419.0,0.1,0.9,0.0,1.0,1.0,1.0,0.6,0.9,spline,spline,1.0
35.0,43.0,solid,Cast Iron GGG40,1.0,1.7,oiled,,89.0,,68152.0,0.9,0.1,0.6,0.8,0.6,0.5,0.0,0.8,press,press,1.0
60.0,75.0,solid,Steel S235,1.0,1.4,oiled,,152.0,,342114.0,0.2,0.8,0.1,0.3,0.6,0.3,0.9,0.0,key,key,1.0
45.0,55.0,solid,Aluminum 6061,1.0,1.3,oiled,0.22,131.0,,40202.0,0.6,0.2,0.0,0.6,0.8,0.2,0.0,0.3,spline,spline,1.0
60.0,40.0,solid,Steel C45,0.0,1.7,dry,,129.0,,186444.0,0.5,0.1,0.9,0.8,0.1,0.1,0.5,0.6,key,key,1.0
35.0,42.0,solid,Cast Iron GGG40,1.0,1.8,oiled,,82.0,,40605.0,0.2,1.0,0.7,0.1,0.3,0.4,0.5,0.8,spline,spline,1.0
40.0,24.0,solid,Stainless 304,0.0,1.5,dry,,100.0,,110932.0,0.3,0.1,0.8,0.2,1.0,0.2,0.7,0.6,spline,spline,1.0
100.0,55.0,solid,Aluminum 7075,0.0,1.7,oiled,,193.0,,814568.0,0.0,0.0,0.2,0.1,0.3,0.9,0.9,0.3,key,key,1.0
80.0,49.0,hollow,Steel 42CrMo4,0.0,1.8,dry,,167.0,34.0,756866.0,1.0,0.5,0.2,0.4,0.4,0.3,0.7,0.0,key,key,1.0
20.0,15.0,solid,Cast Iron GG25,0.0,1.6,oiled,,46.0,,8665.0,0.0,0.9,0.7,1.0,0.3,0.9,0.7,0.0,press,press,1.0
40.0,46.0,solid,Aluminum 6061,1.0,1.4,oiled,,89.0,,58290.0,1.0,0.5,1.0,0.1,0.7,0.8,0.6,0.4,press,press,1.0
50.0,51.0,solid,Steel S235,1.0,1.5,dry,,141.0,,132907.0,0.5,0.7,0.9,0.0,0.2,0.3,0.5,0.2,key,key,1.0
45.0,44.0,solid,Aluminum 7075,1.0,1.8,oiled,,113.0,,112895.0,0.7,0.0,0.1,0.4,1.0,0.4,0.4,0.8,spline,spline,1.0
45.0,44.0,hollow,Stainless 304,1.0,1.8,dry,,119.0,14.0,107008.0,0.5,1.0,0.0,0.7,0.7,0.0,1.0,0.5,spline,spline,1.0
100.0,99.0,solid,Stainless 304,1.0,1.7,dry,,233.0,,1097376.0,0.2,0.5,0.4,0.6,0.4,0.4,0.8,0.9,press,press,1.0
30.0,22.0,solid,Aluminum 7075,0.0,1.4,dry,,77.0,,11310.0,0.9,0.5,0.4,0.6,0.0,0.2,0.9,0.2,key,key,1.0
40.0,39.0,solid,Steel 42CrMo4,1.0,1.6,oiled,,100.0,,74778.0,0.8,1.0,0.3,0.9,0.0,0.3,0.4,0.0,spline,spline,1.0
100.0,69.0,hollow,Steel 16MnCr5,0.0,1.6,dry,,185.0,36.0,1397287.0,0.0,0.7,0.4,0.5,0.8,0.0,0.2,0.2,press,press,1.0
50.0,62.0,solid,Steel 16MnCr5,1.0,1.8,dry,,132.0,,81307.0,0.8,0.7,0.2,0.5,1.0,0.3,0.2,0.9,spline,spline,1.0
