d_mm,L_mm,L_rule,bending,shaft_mat,hub_mat,shaft_type,DiI_mm,DaA_mm,mu,S_R,RzI_um,RzA_um,M_req_Nmm,p_erf,p_zul,Z_erf,Z_zul,G,U_erf,U_zul,U_nom,tol_shaft_mm,tol_hub_mm,QI,QA,Mt_from_pzul,assembly_method,tA,tI,Mt_press,key_b_mm,key_h_mm,key_l_mm,Mt_key,spline_z,spline_b_mm,spline_hproj_mm,spline_D_mm,Mt_spline,label,label_score,Mt_label,pref_ease,pref_movement,pref_cost,pref_vibration,pref_speed,pref_bidirectional,score_press,score_key,score_spline
10.0,5.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,24.466321159173496,0.22,1.7,8.48073361685313,6.060290364826704,1191.070475163483,13.516203471877425,47.5,0.005733115970251431,0.02014789205811777,0.011632819185343868,0.0173659351555953,0.03178071124346164,0.026014800808315107,0.015608880484989063,0.010405920323326044,0.0,0.4087251178851857,2462.2232422510006,heat_hub,368.1725936955137,,2462.2232422510006,3.0,3.0,5.0,1500.0,6,3,2.0,14,5400.0,spline,1.941276243880695,5400.0,0.4487526668068188,0.6158253078172646,0.9167403251746167,0.862525768450412,0.7397884749980014,0.0,1.1561788963808648,0.5547868226635781,1.941276243880695
90.0,90.0,D,True,Steel C45,Steel C45,solid,,209.93481215068712,0.18,1.3,9.127522488016972,19.16971366321938,926486.5210563042,207.45652215416155,181.33333333333334,0.2571917861651028,0.22480586971671856,0.022637788920989083,0.27982957508609185,0.24744365863770765,0.24744365863770765,0.14846619518262458,0.09897746345508307,0.0,0.4287045063083666,622940.124095013,heat_hub,332.4478320719515,,622940.124095013,25.0,14.0,90.0,2551500.0,10,14,4.0,98,1764000.0,key,0.4187275575667563,2551500.0,0.8903536522980657,0.15203265003791466,0.8650425243687314,0.6443653196862758,0.6035541021627492,0.0,,0.4187275575667563,0.07299764027110056
35.0,35.0,D,True,Steel C45,Steel C45,solid,,80.87730934955924,0.18,1.3,15.880276933846188,10.855439889236745,69340.34586336592,102.66512052892696,181.33333333333334,0.049613937620402136,0.08763113160681174,0.021388573458466346,0.07100251107886849,0.10901970506527808,0.09381282747071425,0.05628769648242855,0.0375251309882857,0.0,0.43275425804197754,94210.08049585074,heat_hub,362.9040596792335,,94210.08049585074,10.0,8.0,35.0,220500.0,8,7,2.5,40,171500.0,key,1.103989319664364,220500.0,0.9738650157050038,0.221619525734023,0.41280371346302347,0.27615117943035883,0.9746277212528424,0.0,0.5540881984688064,1.103989319664364,0.8936224256526875
35.0,35.0,D,True,Aluminum 6061,Aluminum 6061,solid,,72.31312790419072,0.22,1.5,14.915735013072448,11.954928616053973,49692.00735851932,52.17054531118326,47.5,0.0811599975897353,0.07389418420907418,0.021496530903301135,0.10265652849303644,0.09539071511237532,0.09539071511237532,0.05723442906742519,0.03815628604495013,0.0,0.48400616892650916,30162.234717574753,heat_hub,330.4540836008936,,30162.234717574753,10.0,8.0,35.0,98000.0,8,7,2.5,40,73500.0,key,0.7529767850754574,98000.0,0.812310715176588,0.5762631077441611,0.37244489811394477,0.9667361624879869,0.19538531002508952,1.0,,0.7529767850754574,0.7231229786309273
45.0,45.0,D,True,Aluminum 6061,Aluminum 6061,solid,,104.3865037110679,0.22,1.7,18.99804028522238,12.063599225755164,121511.6116656426,68.09418327818433,47.5,0.13161050132647184,0.09180664943829697,0.024849311608782034,0.15645981293525388,0.11665596104707901,0.11665596104707901,0.0699935766282474,0.04666238441883161,0.0,0.4310902118587648,49860.02065558275,heat_hub,319.3628908279241,,49860.02065558275,14.0,9.0,45.0,182250.0,8,9,2.5,50,121500.0,key,0.38954999868269435,182250.0,0.858685022052342,0.4407045414107834,0.6525383285614873,0.09226662858284262,0.07208709120528467,1.0,,0.38954999868269435,
14.0,14.0,D,True,Aluminum 6061,Aluminum 6061,solid,,32.546964333983134,0.22,1.7,17.708066219223582,11.858337200610908,2489.514957455297,14.413714990731567,47.5,0.008662304829243149,0.02854638652516925,0.023653122735867595,0.032315427565110744,0.05219950926103684,0.044245876582666405,0.026547525949599842,0.017698350633066563,0.0,0.43014764315153764,4825.957554811961,heat_hub,414.04469798236215,,4825.957554811961,5.0,5.0,14.0,9800.0,6,4,3.0,20,15120.0,spline,2.4934230152802774,15120.0,0.23443477095615073,0.9734542031654261,0.2749286826759947,0.8585412648564644,0.4795975088445775,0.0,0.8256274275238327,1.4582663518161463,2.4934230152802774
8.0,8.0,D,True,Steel C45,Steel C45,solid,,18.054320410317438,0.18,1.5,14.856173656526801,13.763001767949572,644.7164292835251,15.834846699541574,181.33333333333334,0.0017599949988739484,0.020154647901014965,0.0228953403395811,0.02465533533845505,0.04304998824059607,0.03569212707973966,0.021415276247843798,0.014276850831895865,0.0,0.4431072351761448,4921.996042232201,heat_hub,551.7707108395424,,4921.996042232201,2.0,2.0,8.0,2880.0,6,3,3.0,14,15120.0,spline,9.389951388935536,15120.0,0.2678084180485574,0.008754161173276542,0.723487817213829,0.6002677861804613,0.5633891647160797,1.0,3.4581993656090977,1.7589283256467463,9.389951388935536
25.0,12.5,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,57.902776582116154,0.22,1.7,15.723077621227654,19.181175306484214,14086.705211259687,25.57682727986129,47.5,0.027474149690774136,0.05102361196063286,0.027923402342169494,0.05539755203294363,0.07894701430280235,0.06952722939485886,0.04171633763691532,0.027810891757943546,0.0,0.4317582243149545,15388.895264068751,heat_hub,366.4900476760078,,15388.895264068751,8.0,7.0,12.5,21875.0,6,6,2.5,30,33750.0,spline,0.6673951568129267,33750.0,0.2730524370547408,0.05903228477571687,0.43121085280121096,0.6989738808766516,0.283446609872264,0.0,0.38110589611834544,0.3249901341970762,0.6673951568129267
18.0,18.0,D,True,Steel C45,Steel C45,solid,,34.367623650831526,0.18,1.7,10.195541948373464,6.299158858259058,6768.457901258276,28.97424707750747,181.33333333333334,0.007677526450941512,0.04804927145750788,0.013195760645306018,0.020873287096247528,0.0612450321028139,0.045096334100187346,0.027057800460112406,0.01803853364007494,0.0,0.5237487521068245,24917.604963800517,heat_hub,386.87514862413843,,24917.604963800517,6.0,6.0,18.0,43740.0,6,4,2.0,22,30240.0,key,2.431371312589046,43740.0,0.6724896214361427,0.3773130706060417,0.7223814595119202,0.44248739442468754,0.3407152719397407,0.0,1.5232708059381372,2.431371312589046,1.616562432700656
40.0,40.0,D,True,Steel C45,Steel C45,solid,,93.74747015305076,0.18,1.3,18.272568368697726,15.85870920714534,61816.83296991867,70.07446248895019,181.33333333333334,0.038565613882465426,0.09979714533602695,0.027305022060674453,0.06587063594313988,0.1271021673967014,0.1026095548152768,0.06156573288916607,0.041043821926110724,0.0,0.42667818059193047,123049.90105580502,heat_hub,368.12951540979464,,123049.90105580502,12.0,8.0,40.0,288000.0,8,8,3.0,46,268800.0,spline,1.7260850618878223,268800.0,0.2413051134528491,0.7310276610402725,0.07142806552778225,0.6649017810953987,0.32222150086215917,1.0,0.8694030155369292,1.6505156714568467,1.7260850618878223
60.0,60.0,D,True,Steel C45,Steel C45,solid,,134.2248777795929,0.18,1.5,10.769869610619523,8.367855464399026,366693.0128024918,160.1124981749691,181.33333333333334,0.133791473437767,0.15152379812059666,0.015310180060014842,0.14910165349778184,0.1668339781806115,0.15974104830747962,0.09584462898448777,0.06389641932299185,0.0,0.447011023534135,276862.2773755613,heat_hub,335.04719191751593,,276862.2773755613,18.0,11.0,60.0,891000.0,8,12,4.0,68,806400.0,key,0.5510203786058064,891000.0,0.8943284577744472,0.016966056515712702,0.3449098089663559,0.16894176868736444,0.9546283027684221,0.0,,0.5510203786058064,0.49996187667772063
70.0,35.0,0.5D,False,Steel C45,Steel C45,solid,,161.18691826703807,0.18,1.5,11.710160744069139,13.28036623505847,257298.95342979775,82.54048937409662,181.33333333333334,0.07984869648602314,0.17541972922535348,0.01999242158330209,0.09984111806932522,0.19541215080865557,0.15718373771292343,0.09431024262775406,0.06287349508516937,0.0,0.4342784188232393,376840.32198340294,heat_hub,335.9668462007804,,376840.32198340294,20.0,12.0,35.0,661500.0,10,12,4.0,78,1176000.0,spline,1.6977109770132113,1176000.0,0.06002307174925503,0.4530395343099143,0.7786435865695057,0.5431605199495835,0.6667661231232066,1.0,0.7784870233364467,0.8140233655845903,1.6977109770132113
90.0,90.0,D,True,Aluminum 6061,Aluminum 6061,solid,,208.6496013928089,0.22,1.7,8.235645427207473,8.344774913955217,629727.5240032513,88.22362909807235,47.5,0.3410830292704816,0.18364064203636202,0.013264336272930152,0.3543473655434118,0.19690497830929216,0.19690497830929216,0.1181429869855753,0.07876199132371686,0.0,0.4313451806244469,199440.082622331,heat_hub,285.65275769378906,,199440.082622331,25.0,14.0,90.0,1134000.0,10,14,4.0,98,756000.0,key,0.07274594854755534,1134000.0,0.8586945562136346,0.9140432494626941,0.28786131114128755,0.33447368400684097,0.1962286177716719,1.0,,0.07274594854755534,-0.021711125255814756
8.0,8.0,D,True,Aluminum 6061,Aluminum 6061,solid,,15.46971864668468,0.22,1.7,17.799153317367306,18.54711804773918,455.78394732039067,8.081580681592715,47.5,0.0029473490278541705,0.017323229741670058,0.029077017092085194,0.03202436611993936,0.04640024683375525,0.0406498945482289,0.02438993672893734,0.01625995781929156,0.0,0.5171393341219223,1575.8228750406402,heat_hub,586.6692378516171,,1575.8228750406402,2.0,2.0,8.0,1280.0,6,3,3.0,14,6480.0,spline,5.740173837487871,6480.0,0.3902469131185705,0.5835659664399162,0.9178786921990176,0.2428009018351478,0.4197141201783434,1.0,1.7717971347405406,1.1577357532595882,5.740173837487871
16.0,16.0,D,True,Steel C45,Steel C45,solid,,33.442884018143914,0.18,1.5,11.734336746284233,9.70878775953112,5307.149380414197,32.58715500077196,181.33333333333334,0.007413454764858666,0.041252648904019376,0.017154499604652283,0.02456795436951095,0.05840714850867166,0.04487147085300738,0.026922882511804424,0.017948588341202953,0.0,0.47842763773959956,19687.984168928804,heat_hub,407.53723181599827,,19687.984168928804,5.0,5.0,16.0,28800.0,6,4,2.0,20,26880.0,key,2.222168689450934,28800.0,0.0700260229264883,0.6271805412351275,0.9931486756248543,0.07281101630561049,0.9970875658738158,1.0,1.9174903151746052,2.222168689450934,2.1333958966297346
90.0,90.0,D,True,Steel C45,Steel C45,solid,,198.6924705772472,0.18,1.3,14.5770883392904,11.57246325697159,936937.1668453454,209.79660436840433,181.33333333333334,0.2639461250428833,0.2281363457646646,0.02091964127700959,0.28486576631989285,0.2490559870416742,0.2490559870416742,0.14943359222500452,0.09962239481666968,0.0,0.4529613011430647,622940.124095013,heat_hub,333.9407287422909,,622940.124095013,25.0,14.0,90.0,2551500.0,10,14,4.0,98,1764000.0,key,0.4530753432046478,2551500.0,0.22511158798733277,0.49017487138123317,0.7095097389265526,0.6215329377947384,0.5429706031366931,1.0,,0.4530753432046478,0.21306045984825417
40.0,40.0,D,True,Steel C45,Steel C45,hollow,19.119964269068063,80.12397996237536,0.18,1.7,12.082370396617831,17.701351427096135,94669.44668824281,82.06487146083064,136.1401846632455,0.05340533076361729,0.08859590544330295,0.023826977458971176,0.07723230822258846,0.11242288290227413,0.09834665303039986,0.05900799181823991,0.039338661212159946,0.4779991067267016,0.4992263242388011,92382.55286322453,heat_hub,337.5476727130711,,92382.55286322453,12.0,8.0,40.0,288000.0,8,8,3.0,46,268800.0,key,1.1440463439243636,288000.0,0.41950396735956896,0.546464548104229,0.9094937918766649,0.5999779858190708,0.30482634069785286,1.0,,1.1440463439243636,1.108201233279471
30.0,30.0,D,True,Steel C45,Steel C45,solid,,64.74613112356299,0.18,1.7,12.699938071971468,15.03631592107757,37989.64742359431,58.54505130751218,181.33333333333334,0.024717724077798976,0.07655894391309136,0.022189003194439234,0.04690672727223821,0.0987479471075306,0.07801145917341365,0.04680687550404819,0.03120458366936546,0.0,0.46334814882988634,69215.56934389033,heat_hub,377.6331864098072,,69215.56934389033,8.0,7.0,30.0,141750.0,8,6,3.0,36,151200.0,spline,1.6816057165805773,151200.0,0.7372626685329792,0.13344917825922065,0.7515940832632683,0.6237795601123128,0.6886086969702805,1.0,1.1558327160324504,1.5080728169651971,1.6816057165805773
50.0,25.0,0.5D,False,Steel C45,Steel C45,solid,,106.9963400283817,0.18,1.7,12.444828043604485,18.386700398154357,217459.34158029765,120.64393597913133,181.33333333333334,0.0851171939156618,0.12793502111350638,0.024665222753407077,0.10978241666906888,0.15260024386691345,0.13547311298777562,0.08128386779266537,0.05418924519511025,0.0,0.4673057039776975,192265.47039969536,heat_hub,357.66707311152237,,192265.47039969536,14.0,9.0,25.0,253125.0,8,10,4.0,58,560000.0,spline,1.053951536024008,560000.0,0.9005144771563476,0.8146585555498487,0.10267744973997928,0.13379203170177567,0.40738748640532996,1.0,,0.3259699879938689,1.053951536024008
10.0,5.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,23.041056318517413,0.22,1.7,7.434889110300237,10.749177508026373,1709.1538179092586,19.39538528517959,47.5,0.008344690989526928,0.020436450020170808,0.014547253294661288,0.022891944284188216,0.034983703314832096,0.030146999702574544,0.018088199821544727,0.012058799881029819,0.0,0.4340078797499964,2462.2232422510006,heat_hub,394.86419429026745,,2462.2232422510006,3.0,3.0,5.0,1500.0,6,3,2.0,14,5400.0,spline,1.4795991039609357,5400.0,0.015723942679220504,0.6267552558272983,0.12632343036106908,0.5033764214016321,0.9941530846809657,1.0,0.881445624477711,,1.4795991039609357
40.0,20.0,0.5D,False,Aluminum 6061,Aluminum 6061,solid,,90.55223159003388,0.22,1.5,15.00636751133558,18.04415224806938,49282.60403974965,39.61399010791296,47.5,0.06849060415622771,0.08212512015473451,0.026440415807523973,0.09493101996375168,0.10856553596225849,0.10311172956285576,0.06186703773771345,0.04124469182514231,0.0,0.4417340058618983,39395.57187601601,heat_hub,329.51153325470517,,39395.57187601601,12.0,8.0,20.0,64000.0,8,8,3.0,46,115200.0,spline,0.7216366033761583,115200.0,0.25429872615292337,0.2052759595537711,0.33221541051724424,0.29306252192088966,0.9624122025258948,0.0,,0.23603899925169436,0.7216366033761583
90.0,45.0,0.5D,False,Steel C45,Steel C45,solid,,165.41456021793095,0.18,1.3,18.048558156157654,7.839971106131374,857750.9116295758,192.06541806820226,181.33333333333334,0.259014445407128,0.24454143405701975,0.02071082340983122,0.2797252688169592,0.265252257466851,0.265252257466851,0.15915135448011059,0.10610090298674041,0.0,0.5440875330528733,622940.124095013,heat_hub,348.9372754322694,,622940.124095013,25.0,14.0,45.0,1275750.0,10,14,4.0,98,1764000.0,spline,0.7464705380835179,1764000.0,0.8712904925548752,0.5955543694022208,0.13619719414362963,0.8501094612886334,0.5249963930325318,1.0,,0.28704918299334814,0.7464705380835179
90.0,90.0,D,True,Steel C45,Steel C45,solid,,191.63438611022883,0.18,1.7,7.053507495013176,15.515538965218758,1044310.1118487911,178.81827528614025,181.33333333333334,0.22744738014849877,0.23064640084613217,0.01805523716818555,0.24550261731668432,0.24870163801431772,0.24742202973526436,0.1484532178411586,0.09896881189410575,0.0,0.46964431502513154,622940.124095013,heat_hub,333.6126277910349,,622940.124095013,25.0,14.0,90.0,2551500.0,10,14,4.0,98,1764000.0,key,0.33572952151191415,2551500.0,0.6243086462761911,0.8257832286079582,0.9232647740781851,0.1667305747100536,0.859583500785104,0.0,,0.33572952151191415,0.06909449772169851
80.0,40.0,0.5D,False,Steel C45,Steel C45,solid,,177.0429478398584,0.18,1.3,11.434505514649647,17.06918797272885,574416.8576792307,162.78718357365264,181.33333333333334,0.18192130691582037,0.20264738453734954,0.0228029547899028,0.20472426170572317,0.22545033932725234,0.21715990827864068,0.1302959449671844,0.08686396331145628,0.0,0.4518677585077425,492199.6042232201,heat_hub,338.1774367992212,,492199.6042232201,22.0,14.0,40.0,1008000.0,10,12,4.0,88,1344000.0,spline,0.9151945475333891,1344000.0,0.6530534984599377,0.8616635099529307,0.29276159284904946,0.9958783676717431,0.17620587236557705,1.0,,0.46932767339812914,0.9151945475333891
10.0,10.0,D,True,Aluminum 6061,Aluminum 6061,hollow,4.714304472794785,21.823877325344917,0.22,1.5,7.556226690911677,11.932891482152229,1342.0624205232218,17.260272174880377,36.94328333544887,0.008488833019434372,0.018169201519352713,0.015591294538451126,0.024080127557885498,0.03376049605780384,0.029888348657836503,0.0179330091947019,0.011955339463134602,0.47143044727947847,0.4582137193552958,1915.0023341811846,heat_hub,384.6708004816987,,1915.0023341811846,3.0,3.0,10.0,3000.0,6,3,2.0,14,5400.0,spline,1.2659986770326699,5400.0,0.4510433841186309,0.15970976026898043,0.7880273716162642,0.41005608671406124,0.02574621941267341,0.0,0.5500303484520679,0.6493056019250911,1.2659986770326699
14.0,14.0,D,True,Steel C45,Steel C45,hollow,7.047599735696844,31.351552642301332,0.18,1.3,6.614976656223371,10.632743238311093,2778.9046861325537,25.71524025694679,135.38137389996726,0.005768867689457661,0.030370987237225092,0.013798175915627571,0.01956704360508523,0.044169163152852665,0.03432831533374569,0.020596989200247412,0.013731326133498277,0.5033999811212031,0.44654885707671105,11253.785411254217,heat_hub,366.2450187669801,,11253.785411254217,5.0,5.0,14.0,22050.0,6,4,3.0,20,35280.0,spline,4.621814087889261,35280.0,0.15834911728716694,0.021475187642704285,0.1785443502987013,0.295458880703817,0.16503149046829269,0.0,1.3603541494420754,2.7435621582760548,4.621814087889261
50.0,50.0,D,True,Aluminum 6061,Aluminum 6061,solid,,100.14546030240983,0.22,1.3,17.06683057122225,14.885764166476134,190104.11402556507,112.84292568493798,47.5,0.2536201235884238,0.10675862751100339,0.02556207579015871,0.2791821993785825,0.1323207033011621,0.1323207033011621,0.07939242198069726,0.05292828132046484,0.0,0.4992737548862895,61555.581056275005,heat_hub,323.86783883527016,,61555.581056275005,14.0,9.0,50.0,225000.0,8,10,4.0,58,240000.0,spline,0.426749329912547,240000.0,0.7479105233748139,0.5227026721956598,0.7386522361593517,0.7391426561690598,0.06597908539208963,1.0,,0.33318419368963914,0.426749329912547
30.0,30.0,D,True,Steel C45,Steel C45,solid,,51.983520390840106,0.18,1.3,6.80566221805592,15.401736216168501,46930.07888270116,94.57618276510873,181.33333333333334,0.04389922957324521,0.0841691152734763,0.017765918747379542,0.06166514832062475,0.10193503402085584,0.0858270797407634,0.05149624784445803,0.03433083189630536,0.0,0.5771059707854305,69215.56934389033,heat_hub,386.4862056134884,,69215.56934389033,8.0,7.0,30.0,141750.0,8,6,3.0,36,151200.0,spline,1.0767927414159555,151200.0,0.33234657832066794,0.6405889052296623,0.08285648293259595,0.8482759761649192,0.04297112981233908,0.0,0.4089761150525313,0.8788732961987367,1.0767927414159555
50.0,25.0,0.5D,False,Steel C45,Steel C45,hollow,26.721960496049636,96.55089443509081,0.18,1.5,18.669132541555847,8.783850635601258,216057.575023358,135.84841899225856,129.53995120302324,0.11631755144276507,0.11091604929763357,0.021962386541725686,0.13827993798449076,0.13287843583935927,0.13287843583935927,0.07972706150361555,0.05315137433574371,0.5344392099209927,0.517861593023501,137349.59367795687,heat_hub,324.7973930655987,,137349.59367795687,14.0,9.0,25.0,253125.0,8,10,4.0,58,560000.0,spline,1.0208325519665709,560000.0,0.6899955854298013,0.08535670862705103,0.005420321149000484,0.9309050795691978,0.3539313107514621,1.0,,0.2766669078220658,1.0208325519665709
10.0,10.0,D,True,Steel C45,Steel C45,hollow,5.146426976215158,19.68805045451443,0.18,1.5,7.131863432581102,6.265403436144998,905.3939588754338,14.231893728450913,133.3059114063193,0.0023857736705789113,0.022346831674967736,0.01071781349498088,0.013103587165559791,0.033064645169948614,0.025080221968193084,0.01504813318091585,0.010032088787277234,0.5146426976215158,0.5079223066348361,5653.703771381491,heat_hub,378.8720430829051,,5653.703771381491,3.0,3.0,10.0,6750.0,6,3,2.0,14,12600.0,spline,5.668867610621896,12600.0,0.961693328772338,0.8291793298250628,0.7059066432626564,0.24405018261243416,0.7498864792526877,0.0,2.6759955607346133,3.014158921744155,5.668867610621896
12.0,12.0,D,True,Aluminum 6061,Aluminum 6061,solid,,26.905889498453444,0.22,1.3,9.871263650607226,18.386963735764866,2112.639307162923,21.771366790029543,47.5,0.011322051727593615,0.02470205303357378,0.022606581909097673,0.03392863363669129,0.04730863494267146,0.04195663442027939,0.02517398065216763,0.016782653768111756,0.0,0.4459990070460136,3545.6014688414402,heat_hub,431.8655204352184,,3545.6014688414402,4.0,4.0,12.0,5760.0,6,3,2.0,16,6480.0,spline,1.3099231643324776,6480.0,0.8971025613291312,0.6210768015867164,0.16078099249335032,0.3193705674267826,0.922614023490076,0.0,0.7168147128470879,1.0180027287277054,1.3099231643324776
16.0,8.0,0.5D,False,Steel C45,Steel C45,solid,,35.337642530956856,0.18,1.7,15.831096011836976,11.230319612788293,6635.511784294905,35.95024851630775,181.33333333333334,0.008039792415855092,0.040552775522921136,0.021649132499700217,0.02968892491555531,0.06220190802262135,0.04919671477979493,0.02951802886787696,0.019678685911917973,0.0,0.4527749689579182,19687.984168928804,heat_hub,427.3016042844862,,19687.984168928804,5.0,5.0,8.0,14400.0,6,4,2.0,20,26880.0,spline,1.5402165504799294,26880.0,0.07258713238858938,0.7983777473189216,0.13113615088860753,0.024548780310520213,0.9992186675008088,0.0,1.0745343473688975,0.6476072350272951,1.5402165504799294
70.0,35.0,0.5D,False,Aluminum 6061,Aluminum 6061,hollow,31.63842579984738,121.07480768127324,0.22,1.3,15.630602689645336,17.811678599298457,218688.5667423888,66.22970628368402,31.622500274346297,0.24653436159251776,0.11771202613676349,0.026753825031155032,0.2732881866236728,0.14446585116791852,0.14446585116791852,0.08667951070075111,0.05778634046716741,0.45197751142639114,0.5781549551106738,80320.44426369727,heat_hub,275.31648948561724,,80320.44426369727,20.0,12.0,35.0,294000.0,10,12,4.0,78,504000.0,spline,0.7405107112614884,504000.0,0.060938238241511455,0.7544366711741745,0.528475715359532,0.8965060954442664,0.6324949590812857,0.0,,0.22056478120293016,0.7405107112614884
35.0,17.5,0.5D,False,Steel C45,Steel C45,solid,,67.27539438312516,0.18,1.7,12.128881371720404,17.13008247954194,81575.91762649282,92.36199743907238,181.33333333333334,0.04744993990251955,0.09315796547888763,0.023407171081009877,0.07085711098352943,0.1165651365598975,0.09828192632935027,0.05896915579761016,0.039312770531740114,0.0,0.5202496443302773,94210.08049585074,heat_hub,380.8693727616607,,94210.08049585074,10.0,8.0,17.5,110250.0,8,7,2.5,40,171500.0,spline,1.0159104958995429,171500.0,0.19993934292244242,0.7487882372407842,0.9626601336501139,0.9836318629942173,0.3571969665449164,1.0,0.9554587702328164,0.6056228250896016,1.0159104958995429
35.0,17.5,0.5D,False,Steel C45,Steel C45,hollow,20.029915681822608,82.84712898013015,0.18,1.5,17.865482588262847,9.450121958897473,46271.99505431766,59.37549399541155,121.94518310525655,0.03478943727300837,0.071450425300271,0.021852483637728255,0.05664192091073662,0.09330290893799925,0.0786385137270942,0.047183108236256516,0.03145540549083768,0.5722833051949316,0.4224648509955525,63355.50836265152,heat_hub,325.48311651904584,,63355.50836265152,10.0,8.0,17.5,110250.0,8,7,2.5,40,171500.0,spline,1.4678617534195493,171500.0,0.5992983204669742,0.7660498608094365,0.07286754566877407,0.08763158667857462,0.35726351400571466,1.0,0.5959413667584094,0.7932131935439443,1.4678617534195493
45.0,45.0,D,True,Aluminum 6061,Aluminum 6061,solid,,106.81278792532929,0.22,1.7,18.992838783405965,15.238851042576817,61502.01029885511,34.46525894817965,47.5,0.06624084929038239,0.09129310027886352,0.02738535186078623,0.09362620115116863,0.11867845213964975,0.1086575517442573,0.06519453104655437,0.04346302069770292,0.0,0.4212978696095697,49860.02065558275,heat_hub,323.1082447030551,,49860.02065558275,14.0,9.0,45.0,182250.0,8,9,2.5,50,121500.0,key,1.0064063026185477,182250.0,0.2364160587025056,0.6199267322421529,0.6828851159886586,0.7561917554766617,0.09474557100757908,1.0,,1.0064063026185477,0.6896236753442673
20.0,20.0,D,True,Aluminum 6061,Aluminum 6061,solid,,43.42029437907931,0.22,1.3,7.4295801781771855,9.22520250153235,14877.88084984771,55.19553100199328,47.5,0.04828683442117098,0.041554535183705214,0.013323826143767627,0.06161066056493861,0.05487836132747284,0.05487836132747284,0.0329270167964837,0.02195134453098914,0.0,0.4606141042110568,9848.892969004002,heat_hub,331.9931721978035,,9848.892969004002,6.0,6.0,20.0,24000.0,6,6,2.5,25,27000.0,spline,0.6877437435164651,27000.0,0.33564188933775463,0.8034719688176717,0.6473627079702396,0.11813553391647735,0.23209870777046215,1.0,,0.5597052023554595,0.6877437435164651
8.0,8.0,D,True,Aluminum 6061,Aluminum 6061,hollow,5.469675362210694,18.273741002787446,0.22,1.5,10.556140371733797,6.879048536007061,817.7951334170345,16.433855797956706,25.29571785970629,0.007893585353587933,0.012150155779673849,0.013948151126192687,0.02184173647978062,0.026098306905866536,0.02439567873543217,0.014637407241259302,0.009758271494172868,0.6837094202763367,0.4377866578485321,839.1909651347207,heat_hub,375.19069693610976,,839.1909651347207,2.0,2.0,8.0,1280.0,6,3,3.0,14,6480.0,spline,3.0103295308866986,6480.0,0.2133770743741984,0.8447322944889888,0.6675852240937911,0.2901616508294579,0.2686041391040265,0.0,0.3962104476753152,0.4547824750732953,3.0103295308866986
30.0,15.0,0.5D,False,Steel C45,Steel C45,solid,,73.84595749273231,0.18,1.5,12.898877972183856,19.478083164938056,44775.18336176357,78.20237870914305,181.33333333333334,0.03191730324149783,0.07400888672859435,0.025901568909697532,0.05781887215119536,0.09991045563829187,0.08307382224345326,0.049844293346071954,0.03322952889738131,0.0,0.40625108020235917,69215.56934389033,heat_hub,380.86237677303296,,69215.56934389033,8.0,7.0,15.0,70875.0,8,6,3.0,36,151200.0,spline,1.683081105152157,151200.0,0.8247705389218921,0.6343632556090762,0.6937137284520521,0.7749133078116635,0.7572315455028477,1.0,1.1543813605160873,0.7947263205910596,1.683081105152157
100.0,100.0,D,True,Steel C45,Steel C45,solid,,180.60216783659232,0.18,1.5,18.65295877936451,12.188530335439083,1491046.6081460144,234.37771660922712,181.33333333333334,0.35433281688169177,0.27414018586789685,0.024673191291842877,0.37900600817353464,0.2988133771597397,0.2988133771597397,0.1792880262958438,0.11952535086389589,0.0,0.5537032096451874,769061.8815987814,heat_hub,352.34448096644974,,769061.8815987814,28.0,16.0,100.0,3600000.0,10,16,4.0,108,2240000.0,key,0.19117571006122835,3600000.0,0.975279279100354,0.6718957964089506,0.9635710108100344,0.632191325775009,0.5139353430839966,0.0,,0.19117571006122835,-0.1424866152697699
70.0,70.0,D,True,Aluminum 6061,Aluminum 6061,solid,,148.39166113106114,0.22,1.7,19.227056104849517,13.088082502909256,411817.8004511959,95.37318723131378,47.5,0.29420068348573614,0.14652475052217007,0.025852110886207015,0.3200527943719432,0.17237686140837707,0.17237686140837707,0.10342611684502624,0.06895074456335083,0.0,0.47172462028156176,120648.93887029901,heat_hub,308.54388262902035,,120648.93887029901,20.0,12.0,70.0,588000.0,10,12,4.0,78,504000.0,key,0.02744735204428017,588000.0,0.8325153816036897,0.06827113130766116,0.0012371407466118534,0.09069435777382673,0.4359494584904947,1.0,,0.02744735204428017,0.03204737197979873
70.0,70.0,D,True,Aluminum 6061,Aluminum 6061,solid,,162.2703255278851,0.22,1.5,13.128358575881515,17.777780265651845,540863.7584716616,141.96024028039733,47.5,0.42688020346872957,0.14283442761659365,0.024724911073226694,0.4516051145419563,0.16755933868982034,0.16755933868982034,0.1005356032138922,0.06702373547592815,0.0,0.4313789337162016,120648.93887029901,heat_hub,302.80873653550043,,120648.93887029901,20.0,12.0,70.0,588000.0,10,12,4.0,78,504000.0,key,-0.2785013679652637,588000.0,0.004570083686115778,0.46778410935309045,0.33275578105919257,0.2519941892731268,0.30048943606677503,0.0,,-0.2785013679652637,
